name,price,images,key_ingredients,size
Advanced Snail 92 All in One Cream_CPNP,125.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/snail_cream_thumbnail.png?v=1748420673,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-4.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-2.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-3.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-5.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-6.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-8.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-9.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-10.png?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-11.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-12.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-13.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/800x1067____231120.webp?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-14.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_bc6986a1-1b85-42ce-b761-6bc4acbb07a3.png?v=1757571879,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-15.jpg?v=1757571879,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-16.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/SnailCream200g_800x1067_47f7bb84-ae86-468e-85ca-b86beb3a2f7c.jpg?v=1757571879",,"50g (1.76 oz), 100g (3.52 oz)"
The Vitamin C 13 Serum,170.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_00.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_01__2.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/VitaminC__-__1.jpg?v=1780659273,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_02.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_03.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_04.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_05.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_06.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_07.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_08__4.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_09.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_10.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_11.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_12.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_13.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_14.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_15.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_16.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_17.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_18.webp?v=1762850506,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_VitaminC13_19.webp?v=1762850506",,20ml / 0.67fl. oz
The Alpha-Arbutin 2 Discoloration Care Serum,205.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Alpha-Albutin_800x1067_9f78595b-1e4f-4147-a56c-aade2a3286da.jpg?v=1726731345,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_01.jpg?v=1726731347,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_02.jpg?v=1726731349,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_03.jpg?v=1726731351,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The-Alpha-arbutin-2-Serum_19.jpg?v=1729842704,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_04.jpg?v=1726731353,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_05__2.jpg?v=1726731355,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_06__3.jpg?v=1726731357,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_07__2.jpg?v=1726731359,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_09__2.jpg?v=1726731361,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_10.jpg?v=1726731363,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_11.jpg?v=1726731365,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_12__2.jpg?v=1726731367,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_13.jpg?v=1726731369,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_14.jpg?v=1726731371,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_15.jpg?v=1726731373,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_16.jpg?v=1726731374,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_17.jpg?v=1726731376,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Alpha-arbutin_2_Serum_18__2.jpg?v=1726731378",,1.69 fl.oz / 50ml
COSRX PEPTIDE-132 Ultra Perfect Hair Bonding Treatment,97.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_00_Treatment.webp?v=1773219354,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_mini_Kit_04_9fcf15b2-e711-4459-ac5a-c56112b97d9a.jpg?v=1773221461,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_04_Treatment_0f552864-ccf5-40fa-817d-e80960126402.webp?v=1774588896,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_06_08007346-18d7-4ac5-96b2-45b453760ffb.webp?v=1774588896,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_07_Treatment.webp?v=1774588896,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_11_Treatment.webp?v=1773221461,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_14_Treatment_4ee0ae83-df17-4fcc-8b37-cd8c83b64f0f.webp?v=1773221461,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_15_Treatment_5fb3b4ba-4207-4a84-883b-00cd41967bf3.webp?v=1773221461,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_16_Treatment.webp?v=1773221461,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_mini_Kit_07.jpg?v=1773221461,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_17.jpg?v=1774589017,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_18_89222389-552a-4317-b96c-4f98fe172982.webp?v=1774588957,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_Treatment_03_240ml_2a7ab6bc-a56d-49b1-bc67-77fb5bec8de5.jpg?v=1774588957,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_Treatment_02_120ml_67ffa861-f16d-441a-bb4f-890861898087.jpg?v=1774588957,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_Treatment_01_60ml_5307dc32-bcf0-43f6-b7c2-0d601c1d9dfc.jpg?v=1774588957,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_Treatment_02_120ml_74dd6f06-574f-4931-99e6-b5541f3521af.jpg?v=1774588957",,60 mL (2.02 fl. oz.) / 120 mL (4.05 fl. oz.) / 240 mL (8.11 fl. oz.)
COSRX PEPTIDE-132 Ultra Perfect Hair Bonding Shampoo,97.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_00_Shampoo.webp?v=1773219196,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_mini_Kit_09.webp?v=1773221391,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_04_Shampoo_21a60ba4-e63c-48ea-b38c-e6e431e79e12.webp?v=1773221391,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_06_08007346-18d7-4ac5-96b2-45b453760ffb.webp?v=1774588896,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_08_Shampoo.webp?v=1774588896,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_13_Shampoo_b7c4f61d-c1ed-4586-9383-53a4b21e1aab.webp?v=1773221391,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_14_Shampoo_58af6794-f376-4cb9-9d61-b7ea88ec08a2.webp?v=1773221391,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_15_Shampoo_97b441cd-d034-487c-ad7e-10cdf0054ff7.webp?v=1773221391,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_16_Shampoo_658fd783-e083-4428-8ac0-9bf2bb4e16eb.webp?v=1773221391,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_17.jpg?v=1774589017,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_18_1c02f14d-c751-4788-bc90-af4002f2fcc8.webp?v=1774588991,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_Shampoo_03_400ml_7771cfaa-f0cf-4251-8469-24ee6deb69e8.jpg?v=1774588991,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_Shampoo_02_200ml_e4de4bd5-bd4a-40b7-a2fc-a652396ab304.jpg?v=1774588991,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_Shampoo_01_100ml_5ad47732-fbfa-42e0-9670-b33bae200e2d.jpg?v=1774588991",,100 mL (3.38 fl. oz.) / 200 mL (6.76 fl. oz.) / 400 mL (13.52 fl. oz.)
The Retinol 0.5 Oil,220.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-retinol-0-5-oil-cosrx-official-1.jpg?v=1724836571,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-retinol-0-5-oil-cosrx-official-2.jpg?v=1724836574,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-retinol-0-5-oil-cosrx-official-3.jpg?v=1724836576,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-retinol-0-5-oil-cosrx-official-4.jpg?v=1724836578,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-retinol-0-5-oil-cosrx-official-5.jpg?v=1724836580,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-retinol-0-5-oil-cosrx-official-6.jpg?v=1724836582,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-retinol-0-5-oil-cosrx-official-7.jpg?v=1724836584,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-retinol-0-5-oil-cosrx-official-8.jpg?v=1724836587,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-retinol-0-5-oil-cosrx-official-9.jpg?v=1724836589,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/TheRetinol03Cream_16_5c25bd02-e692-474c-b171-4c499bd29146.webp?v=1699580195,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-retinol-0-5-oil-cosrx-official-11.jpg?v=1724836593",,20ml / 0.67fl. Oz
COSRX PEPTIDE-132 Ultra Perfect Hair Bonding Oil Serum,185.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_00_OilSerum.webp?v=1750221847,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_04_OilSerum.webp?v=1750844824,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_06_7457d606-fad1-4d14-8493-1c3106e24248.webp?v=1750844824,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_08_OilSerum.webp?v=1750844824,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_09_OilSerum.webp?v=1750844824,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_15_OilSerum_a579010a-e9a3-41d8-b87f-a32c03cfa552.webp?v=1750844824,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_16_OilSerum.webp?v=1750844824,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_17_OilSerum.webp?v=1750844824,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_07.jpg?v=1752205437,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_132_19.webp?v=1774589017",,28 mL / 0.94 fl. oz.
Advanced Snail 96 Mucin Power Essence,160.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/james_800x1067_1_1_4e9750cc-2cd6-4817-ace5-be2305a85806.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-4.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail96Essence_8.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-3.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-5.png?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-6.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-7.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-8.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-9.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/800x1067____231120_e9c80f69-91e9-4f80-99f4-e62372240f7b.webp?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/260722_snailmucin_800x1067_79f91ebd-dde6-45a1-9928-1d6af0daae17.jpg?v=1784707120,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/260722_snail_mucin50ml_800x1067_3a819f68-26dc-4b26-b84b-6618538a788d.jpg?v=1784707106,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-10.jpg?v=1763111577",,3.38 fl.oz / 100mL
COSRX The Peptide Collagen Lifting Glow Hydrogel Mask,58.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_00.webp?v=1749777658,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_02_160c1dea-715a-4437-82c1-9dcfe8a265f6.webp?v=1780289432,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_03.webp?v=1746780112,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_05_9bb486f6-9873-46b9-b16f-7c88eb905a85.webp?v=1780289431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_07_5cf05402-4b13-4598-a45f-7f2f21fec5b4.webp?v=1780289431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_08.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_09_1b39fae7-6cb4-4fdb-8556-592100de417a.webp?v=1780289431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_10.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_11.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_12.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_13.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_14.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_15__2.webp?v=1780289431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_16_21473bae-573f-475d-bdde-11b04906bd9d.webp?v=1780289432,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_17.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_Hydrogel_Mask_21.webp?v=1775194995,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_19.webp?v=1746780161,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Peptide_Hydrogel_Mask_20_f85c2e12-15f9-423f-818b-f47490d7bd22.webp?v=1780289431,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/250407_HydrogelMask4441_R1.webp?v=1754898195",,"3ea, 1ea"
COSRX 5 PDRN Collagen Vitalizing Hydrogel Eye Patch,185.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_00.webp?v=1772608315,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_01.webp?v=1772608315,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_02.webp?v=1772608315,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_03_8bd422aa-f32b-4332-870b-0b2f5bfed3a1.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_04.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_05.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_07.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_08_abec475b-8a49-4ad8-b363-9a88957bec31.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_09.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_11.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_13_db2af273-c0e2-465b-bf71-5c7f3743b889.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_14.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_15.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_16.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_17.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_18.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_19.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_20.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_21.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_22.webp?v=1772759966,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PDRN_EyePatch_23.webp?v=1772759966",,60 patches (85g)
One Step Original Clear Skin Calming Pad,228.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_00.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_03.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_04.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_05.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_06.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_07.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_08.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_09.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_11.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_13.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_18.jpg?v=1774854164,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/OneStep_Calming_Pad_19.jpg?v=1774854164",,100 Pads / 9.46 fl. oz. (280mL)
Advanced Snail Mucin Glass Glow Hydrogel Mask,58.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_BAZAAR.jpg?v=1759391631,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_01__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_02__4.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_05__3.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_06__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_07__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_08__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_09__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_10__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_11__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_12__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_14__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_15.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_16.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/1_b033c958-e756-4b27-ba08-55ef9a5f0b87.png?v=1775196344",,"3ea, 1ea"
Advanced Snail Hydrogel Eye Patch,230.0,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AnyConv.com__Snail-eye-patch2_800x1067_e8793905-5ab9-4172-a398-5d25b6cf39cc.webp?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-2.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-3.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-4.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-5.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-6.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-7.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-8.jpg?v=1765523642",,60 patches / 3.17 oz
